Mod:Item:MetaData, Localized Name
hammercore:iron_bordered_cobblestone, Iron-Bordered Cobblestone
hammercore:gold_bordered_cobblestone, Gold-Bordered Cobblestone
hammercore:diamond_bordered_cobblestone, Diamond-Bordered Cobblestone
hammercore:emerald_bordered_cobblestone, Emerald-Bordered Cobblestone
hammercore:quartz_bordered_cobblestone, Quartz-Bordered Cobblestone
hammercore:manual, Hammer Core Manual
lostmagic:purifying_shovel, 净化之锹
lostmagic:ring_nutrition, 营养指环
lostmagic:scribe_blood, 血腥抄录用具
packagedauto:packager, 封包机
packagedauto:encoder, 封包配方编码器
packagedauto:unpackager, 解包机
packagedauto:packager_extension, 封包机拓展
packagedauto:recipe_holder, 封包配方储存器
packagedauto:package, 配方封包
packagedauto:package_component, 封包组件
packagedauto:me_package_component, ME封包组件
packagedthaumic:reinforced_porous_stone, 强化透水石
packagedthaumic:virial_chamber, 自魔匣
packagedthaumic:clathrate_essence_former, 源质水合物形成器
packagedthaumic:arcane_crafter, 奥术封包合成器
packagedthaumic:virial_arcane_crafter, 自魔奥术封包合成器
packagedthaumic:crucible_crafter, 封包神秘炼金塔
packagedthaumic:infusion_crafter, 封包符文矩阵
packagedthaumic:marked_arcane_pedestal, 标记奥术基座
packagedthaumic:marked_ancient_pedestal, 标记荒古基座
packagedthaumic:marked_eldritch_pedestal, 标记邪术基座
packagedthaumic:virial_recharge_pedestal, 自魔充能基座
packagedthaumic:clathrate_essence_materializer, 源质水合物实物化器
packagedthaumic:thaumic_package_component, 神秘封包组件
packagedthaumic:porous_stone_plate, 透水石板
packagedthaumic:clathrate_essence, %s 源质水合物
thaumadditions:mithrillium_nugget, 秘银粒
thaumadditions:adaminite_nugget, 精金粒
thaumadditions:mithminite_nugget, 秘金粒
thaumadditions:mithrillium_ingot, 秘银锭
thaumadditions:adaminite_ingot, 精金锭
thaumadditions:mithminite_ingot, 秘金锭
thaumadditions:mithrillium_plate, 秘银板
thaumadditions:adaminite_plate, 精金板
thaumadditions:mithminite_plate, 秘金板
thaumadditions:adaminite_fabric, 精金布匹
thaumadditions:mithminite_fabric, 秘金布匹
thaumadditions:mithrillium_resonator, 秘银谐振器
thaumadditions:levitation_device, 悬浮装置
thaumadditions:seal_globe, 纹章晶球
thaumadditions:odour_powder, 芳香之尘
thaumadditions:phantom_ink_phial, 幻影墨水安瓿
thaumadditions:mithminite_blade, 秘金镰刃
thaumadditions:mithminite_handle, 秘金手柄
thaumadditions:zeith_fur, 苍狼皮
thaumadditions:blue_bone, 蓝骨
thaumadditions:fragnant_pendant, 芬芳吊坠
thaumadditions:recharge_charm, 充能护符
thaumadditions:traveller_belt, 旅者腰带
thaumadditions:striding_belt, 腾跃腰带
thaumadditions:meteor_belt, 陨星腰带
thaumadditions:bone_eye, 骨眼
thaumadditions:vis_scribing_tools, 魔力笔与墨
thaumadditions:void_thaumometer, 虚空魔导透镜
thaumadditions:wormhole_mirror, 虫洞手镜
thaumadditions:void_elemental_pickaxe, 虚空炽心镐
thaumadditions:void_elemental_shovel, 虚空后土铲
thaumadditions:void_elemental_axe, 虚空奔流斧
thaumadditions:void_elemental_hoe, 虚空句芒锄
thaumadditions:shadow_beam_staff, 暗影束法杖
thaumadditions:essentia_pistol, 源质喷枪
thaumadditions:the_beheader, 枭首者
thaumadditions:adaminite_sword, 精金剑
thaumadditions:mithminite_scythe, 秘金镰刀
thaumadditions:adaminite_hood, 精金神秘使兜帽
thaumadditions:adaminite_robe, 精金神秘使法袍
thaumadditions:adaminite_belt, 精金神秘使腰带
thaumadditions:adaminite_boots, 精金神秘使靴子
thaumadditions:mithminite_hood, 秘金神秘使兜帽
thaumadditions:mithminite_robe, 秘金神秘使法袍
thaumadditions:mithminite_belt, 秘金神秘使腰带
thaumadditions:mithminite_boots, 秘金神秘使靴子
thaumadditions:dna_sample, 生物球
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:salt_essence:0, 魔力盐
thaumadditions:seal_symbol, 纹章符文: @ASPECT
thaumadditions:vis_pod, %s 魔力豆荚
thaumadditions:vis_seeds, %s 魔力种子
thaumadditions:void_seed, 虚空种子
thaumadditions:chester, 箱子精
thaumadditions:knowledge_tome, 知识巨著
thaumadditions:disenchant_fabric, 祛魔布匹
thaumadditions:crystal_bag, 水晶提包
thaumadditions:void_fruit, 虚空果实
thaumadditions:mithrillium_smelter, 秘银源质冶炼厂
thaumadditions:adaminite_smelter, 精金源质冶炼厂
thaumadditions:mithminite_smelter, 秘金源质冶炼厂
thaumadditions:aura_disperser, 灵气扩散器
thaumadditions:aspect_combiner, 源质合成机
thaumadditions:aura_charger, 灵气补充器
thaumadditions:crystal_crusher, 水晶粉碎机
thaumadditions:crystal_bore, 水晶钻取机
thaumadditions:entity_summoner, 奥术刷怪笼
thaumadditions:puriflower, 纯净之花
thaumadditions:flux_concentrator, 咒波集中器
thaumadditions:cake, 奥术蛋糕
thaumadditions:dawn_totem, 黎明图腾
thaumadditions:twilight_totem, 暮色图腾
thaumadditions:growth_chamber, 晶体生长室
thaumadditions:seal, 奥术纹章
thaumadditions:shadow_enchanter, 暗影附魔台
thaumadditions:thaumic_lectern, 魔导鉴阅台
thaumadditions:void_anvil, 虚空砧
thaumadditions:essentia_sink, 源质浸渍槽
thaumadditions:jar_brass, 黄铜源质罐子
thaumadditions:jar_thaumium, 神秘源质罐子
thaumadditions:jar_eldritch, 邪术源质罐子
thaumadditions:jar_mithrillium, 秘银源质罐子
thaumadditions:jar_adaminite, 精金源质罐子
thaumadditions:jar_mithminite, 秘金源质罐子
thaumadditions:crystal_block, @ASPECT 水晶块
thaumadditions:taintkin, 腐化南瓜
thaumadditions:taintkin_lit, 腐化南瓜灯
thaumadditions:mithrillium_block, 秘银块
thaumadditions:adaminite_block, 精金块
thaumadditions:mithminite_block, 秘金块
thaumadditions:taintwood_planks, 腐化原木木板
thaumadditions:chiseled_amber_block, 錾制琥珀块
thaumadditions:iron_framed_greatwood, 镶铁宏伟之木木板
thaumadditions:brass_plated_silverwood, 镀黄铜银树木板
thaumadditions:chiseled_greatwood, 錾制宏伟之木
thaumadditions:amber_lamp, 琥珀灯
thaumadditions:crystal_lamp, Crystal Lamp
thaumadditions:vis_seeds/aer, item.thaumadditions:vis_seeds/aer.name
thaumadditions:vis_seeds/terra, item.thaumadditions:vis_seeds/terra.name
thaumadditions:vis_seeds/ignis, item.thaumadditions:vis_seeds/ignis.name
thaumadditions:vis_seeds/aqua, item.thaumadditions:vis_seeds/aqua.name
thaumadditions:vis_seeds/ordo, item.thaumadditions:vis_seeds/ordo.name
thaumadditions:vis_seeds/perditio, item.thaumadditions:vis_seeds/perditio.name
thaumadditions:vis_seeds/vacuos, item.thaumadditions:vis_seeds/vacuos.name
thaumadditions:vis_seeds/lux, item.thaumadditions:vis_seeds/lux.name
thaumadditions:vis_seeds/motus, item.thaumadditions:vis_seeds/motus.name
thaumadditions:vis_seeds/gelum, item.thaumadditions:vis_seeds/gelum.name
thaumadditions:vis_seeds/vitreus, item.thaumadditions:vis_seeds/vitreus.name
thaumadditions:vis_seeds/metallum, item.thaumadditions:vis_seeds/metallum.name
thaumadditions:vis_seeds/victus, item.thaumadditions:vis_seeds/victus.name
thaumadditions:vis_seeds/mortuus, item.thaumadditions:vis_seeds/mortuus.name
thaumadditions:vis_seeds/potentia, item.thaumadditions:vis_seeds/potentia.name
thaumadditions:vis_seeds/permutatio, item.thaumadditions:vis_seeds/permutatio.name
thaumadditions:vis_seeds/praecantatio, item.thaumadditions:vis_seeds/praecantatio.name
thaumadditions:vis_seeds/auram, item.thaumadditions:vis_seeds/auram.name
thaumadditions:vis_seeds/alkimia, item.thaumadditions:vis_seeds/alkimia.name
thaumadditions:vis_seeds/vitium, item.thaumadditions:vis_seeds/vitium.name
thaumadditions:vis_seeds/tenebrae, item.thaumadditions:vis_seeds/tenebrae.name
thaumadditions:vis_seeds/alienis, item.thaumadditions:vis_seeds/alienis.name
thaumadditions:vis_seeds/volatus, item.thaumadditions:vis_seeds/volatus.name
thaumadditions:vis_seeds/herba, item.thaumadditions:vis_seeds/herba.name
thaumadditions:vis_seeds/instrumentum, item.thaumadditions:vis_seeds/instrumentum.name
thaumadditions:vis_seeds/fabrico, item.thaumadditions:vis_seeds/fabrico.name
thaumadditions:vis_seeds/machina, item.thaumadditions:vis_seeds/machina.name
thaumadditions:vis_seeds/vinculum, item.thaumadditions:vis_seeds/vinculum.name
thaumadditions:vis_seeds/spiritus, item.thaumadditions:vis_seeds/spiritus.name
thaumadditions:vis_seeds/cognitio, item.thaumadditions:vis_seeds/cognitio.name
thaumadditions:vis_seeds/sensus, item.thaumadditions:vis_seeds/sensus.name
thaumadditions:vis_seeds/aversio, item.thaumadditions:vis_seeds/aversio.name
thaumadditions:vis_seeds/praemunio, item.thaumadditions:vis_seeds/praemunio.name
thaumadditions:vis_seeds/desiderium, item.thaumadditions:vis_seeds/desiderium.name
thaumadditions:vis_seeds/exanimis, item.thaumadditions:vis_seeds/exanimis.name
thaumadditions:vis_seeds/bestia, item.thaumadditions:vis_seeds/bestia.name
thaumadditions:vis_seeds/humanus, item.thaumadditions:vis_seeds/humanus.name
thaumadditions:vis_seeds/fames, item.thaumadditions:vis_seeds/fames.name
thaumadditions:vis_seeds/corpus, item.thaumadditions:vis_seeds/corpus.name
thaumadditions:vis_seeds/invidia, item.thaumadditions:vis_seeds/invidia.name
thaumadditions:vis_seeds/gula, item.thaumadditions:vis_seeds/gula.name
thaumadditions:vis_seeds/luxuria, item.thaumadditions:vis_seeds/luxuria.name
thaumadditions:vis_seeds/infernus, item.thaumadditions:vis_seeds/infernus.name
thaumadditions:vis_seeds/superbia, item.thaumadditions:vis_seeds/superbia.name
thaumadditions:vis_seeds/desidia, item.thaumadditions:vis_seeds/desidia.name
thaumadditions:vis_seeds/ira, item.thaumadditions:vis_seeds/ira.name
thaumadditions:vis_seeds/terminus, item.thaumadditions:vis_seeds/terminus.name
thaumadditions:vis_seeds/fluctus, item.thaumadditions:vis_seeds/fluctus.name
thaumadditions:vis_seeds/sonus, item.thaumadditions:vis_seeds/sonus.name
thaumadditions:vis_seeds/exitium, item.thaumadditions:vis_seeds/exitium.name
thaumadditions:vis_seeds/caeles, item.thaumadditions:vis_seeds/caeles.name
thaumadditions:vis_seeds/draco, item.thaumadditions:vis_seeds/draco.name
thaumadditions:vis_seeds/infernum, item.thaumadditions:vis_seeds/infernum.name
thaumadditions:vis_seeds/ventus, item.thaumadditions:vis_seeds/ventus.name
thaumadditions:vis_seeds/visum, item.thaumadditions:vis_seeds/visum.name
thaumadditions:vis_seeds/imperium, item.thaumadditions:vis_seeds/imperium.name
thaumadditions:vis_seeds/spatio, item.thaumadditions:vis_seeds/spatio.name
thaumadditions:vis_seeds/tempus, item.thaumadditions:vis_seeds/tempus.name
thaumadditions:vis_seeds/tinctura, item.thaumadditions:vis_seeds/tinctura.name
thaumicbases:oldcobble, 古老圆石
thaumicbases:oldcobblemossy, 古老苔石
thaumicbases:oldgravel, 古老砂砾
thaumicbases:oldbrick, 古老砖块
thaumicbases:oldlapis, 古老青金石块
thaumicbases:oldiron, 古老铁块
thaumicbases:oldgold, 古老金块
thaumicbases:olddiamond, 古老钻石块
thaumicbases:quicksilverblock, 水银块
thaumicbases:quicksilverbrick, 水银砖块
thaumicbases:dustblock, 世界盐块
thaumicbases:blockthauminite, 秘晶块
thaumicbases:irongreatwood, 镶铁宏伟之木
thaumicbases:eldritchark, 镶金黑曜石
thaumicbases:crystalblockair, 风之魔晶块
thaumicbases:crystalblockfire, Fire Crystal Block
thaumicbases:crystalblockwater, 水之魔晶块
thaumicbases:crystalblockearth, 地之魔晶块
thaumicbases:crystalblockorder, 秩序魔晶块
thaumicbases:crystalblockentropy, 混沌魔晶块
thaumicbases:crystalblockmixed, 元始魔晶块
thaumicbases:crystalblocktainted, 腐化魔晶块
thaumicbases:thaumic_anvil:0, Thaumium Anvil
thaumicbases:thaumic_anvil:1, Slightly Damaged Thaumium Anvil
thaumicbases:thaumic_anvil:2, Very Damaged Thaumium Anvil
thaumicbases:void_anvil:0, Void metal Anvil
thaumicbases:void_anvil:1, Slightly Damaged Void metal Anvil
thaumicbases:void_anvil:2, Very Damaged Void metal Anvil
thaumicbases:pyrosolid, 魔力熔岩固体
thaumicbases:rainbowcactus, 彩虹仙人掌
thaumicbases:aurelia, 灵气花
thaumicbases:briar, 野蔷薇
thaumicbases:ashroom, 始源蘑菇
thaumicbases:ironspike, 铁钉
thaumicbases:thaumspike, 神秘钉
thaumicbases:voidspike, 虚空钉
thaumicbases:goldenlogs, 黄金橡树原木
thaumicbases:goldenleaves, 黄金橡树树叶
thaumicbases:goldensapling, 黄金橡树树苗
thaumicbases:goldenplanks, 黄金橡木木板
thaumicbases:endersapling, 末影橡树树苗
thaumicbases:enderlogs, 末影橡木原木
thaumicbases:enderleaves, 末影橡树树叶
thaumicbases:enderplanks, 末影橡木木板
thaumicbases:nethersapling, 地狱橡树树苗
thaumicbases:netherlogs, 地狱橡木原木
thaumicbases:netherleaves, 地狱橡树树叶
thaumicbases:netherplanks, 地狱橡木木板
thaumicbases:peacesapling, Peaceful Sapling
thaumicbases:peacelogs, Peaceful Wood
thaumicbases:peaceleaves, Peaceful Leaves
thaumicbases:peaceplanks, Peaceful Planks
thaumicbases:overchanter, 超吟附魔台
thaumicbases:campfire, 神秘使营火
thaumicbases:braizer, 神秘使火盆
thaumicbases:nuggetthauminite, 秘晶粒
thaumicbases:thauminite_ingot, 秘晶锭
thaumicbases:thauminite_plate, 秘晶板
thaumicbases:bloodycloth, 血渍魔力布匹
thaumicbases:thauminiteaxe, 秘晶斧
thaumicbases:thauminitepickaxe, 秘晶镐
thaumicbases:thauminitesword, 秘晶剑
thaumicbases:thauminiteshovel, 秘晶锹
thaumicbases:thauminitehoe, 秘晶锄
thaumicbases:voidshears, 虚空剪刀
thaumicbases:voidfas, 虚空打火石
thaumicbases:plaxseed, 纤化草种
thaumicbases:sweedseed, 蔗糖草种
thaumicbases:aureliapetal, 灵气花瓣
thaumicbases:metalleatseed, 蕴铁草种
thaumicbases:lazulliaseed, 青金草种
thaumicbases:briar_seedbag, 野蔷薇种子囊
thaumicbases:redlonseed, 红石瓜种
thaumicbases:lucriteseed, 生金草种
thaumicbases:glieoniaseed, 荧粉花种
thaumicbases:voidseed, 虚空草种
thaumicbases:knozeseed, Rosa Mysteria Sprout
thaumicbases:bloodychest, 血渍神秘使法袍
thaumicbases:bloodylegs, 血渍神秘使护腿
thaumicbases:bloodyboots, 血渍神秘使之靴
thaumicbases:thauminitehelmet, 秘晶头盔
thaumicbases:thauminitechest, 秘晶胸甲
thaumicbases:thauminitelegs, 秘晶护腿
thaumicbases:thauminiteboots, 秘晶靴子
thaumicbases:herobrinesscythe, 白瞳者之镰
thaumicbases:tobacco_eldritch, 邪术烟草堆
thaumicbases:tobacco_fighting, 愤怒烟草堆
thaumicbases:tobacco_hunger, 饱和烟草堆
thaumicbases:tobacco_knowledge, 睿智烟草堆
thaumicbases:tobacco_mining, 矿工烟草堆
thaumicbases:tobacco_pile, 烟草堆
thaumicbases:tobacco_sanity, 休弛烟草堆
thaumicbases:tobacco_tainted, 腐化烟草堆
thaumicbases:tobacco_wispy, 精灵烟草堆
thaumicbases:tobaccoseed, 烟草种子
thaumicbases:tobacco_leaves, 烟叶堆
thaumicbases:mortar, 研钵
thaumicbases:greatwoodpipe, 宏伟之木烟斗
thaumicbases:silverwoodpipe, 银木烟斗
thaumicbases:rosehipsyrup, 蔷薇糖浆
thaumicbases:revolver, Thaumaturge's Revolver
thaumicbases:bullet, Revolver Bullet
thaumicbases:knowledge_shard, Knowledge Shard
warptheory:item_cleanser:0, 纯净泪水
warptheory:item_cleansing_amulet:0, 净化护身符
warptheory:item_something:0, 块状物
warptheory:item_warppaper:0, 奥术石蕊试纸
warptheory:item_cleanser_minor, 污秽泪水
thaumcraft:ore_amber, 琥珀矿石
thaumcraft:ore_cinnabar, 朱砂矿石
thaumcraft:ore_quartz, 石英矿石
thaumcraft:crystal_aer, 风之结晶
thaumcraft:crystal_ignis, 火之结晶
thaumcraft:crystal_aqua, 水之结晶
thaumcraft:crystal_terra, 地之结晶
thaumcraft:crystal_ordo, 秩序结晶
thaumcraft:crystal_perditio, 混沌结晶
thaumcraft:crystal_vitium, 咒波结晶
thaumcraft:stone_arcane, 奥术石材
thaumcraft:stone_arcane_brick, 奥术石砖
thaumcraft:stone_ancient, 荒古石
thaumcraft:stone_ancient_tile, 荒古砖块
thaumcraft:stone_ancient_rock, 荒古岩
thaumcraft:stone_ancient_glyphed, 雕文石头
thaumcraft:stone_ancient_doorway, 荒古门廊
thaumcraft:stone_eldritch_tile, 邪术石
thaumcraft:stone_porous, 透水石
thaumcraft:stairs_arcane, 奥术楼梯
thaumcraft:stairs_arcane_brick, 奥术石砖楼梯
thaumcraft:stairs_ancient, 荒古石砖楼梯
thaumcraft:slab_arcane_stone:0, 奥术台阶
thaumcraft:slab_arcane_brick:0, 奥术石砖台阶
thaumcraft:slab_ancient:0, 荒古台阶
thaumcraft:slab_eldritch:0, 邪术石头台阶
thaumcraft:sapling_greatwood, 宏伟之木树苗
thaumcraft:sapling_silverwood, 银树树苗
thaumcraft:log_greatwood, 宏伟之木原木
thaumcraft:log_silverwood, 银树原木
thaumcraft:leaves_greatwood, 宏伟之木树叶
thaumcraft:leaves_silverwood, 银树树叶
thaumcraft:shimmerleaf, 水银花
thaumcraft:cinderpearl, 烈焰草
thaumcraft:vishroom, 纤毛菇
thaumcraft:plank_greatwood, 宏伟之木木板
thaumcraft:plank_silverwood, 银树木板
thaumcraft:stairs_greatwood, 宏伟之木楼梯
thaumcraft:stairs_silverwood, 银树楼梯
thaumcraft:slab_greatwood:0, 宏伟之木台阶
